threshold,cost_per_1000,recall,false_alarms,missed_fraud
0.2517537688442211,185505.7919717928,0.7700218818380744,91,1051
0.2567688442211055,190293.15380066805,0.7676148796498906,88,1062
0.26178391959798997,195075.95159032097,0.7656455142231947,84,1071
0.26679899497487436,198449.55145544242,0.7641137855579869,79,1078
0.2718140703517588,200303.14427120364,0.7632385120350109,77,1082
0.2768291457286432,201427.30415118128,0.762800875273523,76,1084
0.28184422110552765,203335.5288730553,0.761925601750547,73,1088
0.28685929648241204,206098.47490696557,0.7606126914660831,70,1094
0.2918743718592965,208246.03223646755,0.7595185995623632,69,1099
0.2968894472361809,212677.7825180755,0.7575492341356674,66,1108
0.30190452261306533,214772.41414319118,0.7566739606126914,65,1112
0.3069195979899497,215970.47180622446,0.7560175054704595,62,1115
0.31193467336683417,220812.51580302842,0.7540481400437636,62,1124
0.31694974874371856,223984.14101652507,0.7525164113785558,60,1131
0.321964824120603,225085.5842905558,0.7520787746170678,59,1133
0.32697989949748746,226625.61230473762,0.7514223194748358,58,1136
0.33199497487437185,227790.4000908964,0.750984682713348,57,1138
0.3370100502512563,233066.35595725913,0.7485776805251642,53,1149
0.3420251256281407,235627.39239646486,0.7472647702407003,51,1155
0.34704020100502514,238567.7477355305,0.7459518599562364,48,1161
0.35205527638190953,239790.71804514035,0.7455142231947484,47,1163
0.357070351758794,240215.8243597544,0.7452954048140044,45,1164
0.3620854271356784,241066.6553412648,0.7448577680525165,45,1166
0.3671005025125628,242671.23679008544,0.7442013129102845,45,1169
0.3721155778894472,242671.17570377537,0.7442013129102845,44,1169
0.37713065326633166,242671.17570377537,0.7442013129102845,44,1169
0.38214572864321605,245045.10440872118,0.7435448577680526,44,1172
0.3871608040201005,250646.97262355924,0.7413566739606127,42,1182
0.3921758793969849,251336.28757724364,0.7411378555798687,41,1183
0.39719095477386934,251997.13653034644,0.7409190371991248,41,1184
0.40220603015075373,264646.71979953913,0.7363238512035011,37,1205
0.4072211055276382,267762.21375565964,0.7352297592997812,37,1210
0.41223618090452263,271433.47709385544,0.7339168490153173,36,1216
0.417251256281407,274249.45431599213,0.7328227571115974,35,1221
0.42226633165829147,274692.54089728463,0.7326039387308534,35,1222
0.42728140703517586,274692.54089728463,0.7326039387308534,35,1222
0.4322964824120603,276490.784055007,0.7319474835886215,35,1225
0.4373115577889447,276490.72296869697,0.7319474835886215,34,1225
0.44232663316582915,276490.72296869697,0.7319474835886215,34,1225
0.44734170854271355,276490.72296869697,0.7319474835886215,34,1225
0.452356783919598,276916.8017529328,0.7317286652078775,34,1226
0.4573718592964824,277496.4707628703,0.7315098468271335,34,1227
0.46238693467336683,277496.4707628703,0.7315098468271335,34,1227
0.4674020100502512,283147.7619442062,0.7295404814004376,34,1236
0.4724170854271357,288688.2063593292,0.7275711159737418,34,1245
0.47743216080402007,290492.33188436605,0.7269146608315098,33,1248
0.4824472361809045,292424.0127841429,0.7262582056892779,33,1251
0.48746231155778896,293005.1796792724,0.7260393873085339,33,1252
0.49247738693467336,293005.11859296233,0.7260393873085339,32,1252
0.4974924623115578,294285.06798906304,0.7256017505470459,32,1254
0.5025075376884423,294285.06798906304,0.7256017505470459,32,1254
0.5075226130653266,294937.66344863985,0.725382932166302,32,1255
0.512537688442211,295590.64064878545,0.725164113785558,32,1256
0.5175527638190954,295590.64064878545,0.725164113785558,32,1256
0.5225678391959799,297041.22708957945,0.72472647702407,32,1258
0.5275829145728643,297041.22708957945,0.72472647702407,32,1258
0.5325979899497487,302593.0844921406,0.7229759299781182,32,1266
0.5376130653266331,302593.0844921406,0.7229759299781182,32,1266
0.5426281407035176,303978.90372064494,0.7225382932166302,32,1268
0.547643216080402,306028.3895327386,0.7218818380743982,32,1271
0.5526582914572864,306028.3895327386,0.7218818380743982,32,1271
0.5576733668341708,306028.3895327386,0.7218818380743982,32,1271
0.5626884422110553,306028.3895327386,0.7218818380743982,32,1271
0.5677035175879397,307547.0480407177,0.7214442013129103,32,1273
0.5727185929648241,307547.0480407177,0.7214442013129103,32,1273
0.5777336683417086,307547.0480407177,0.7214442013129103,32,1273
0.582748743718593,307547.0480407177,0.7214442013129103,32,1273
0.5877638190954774,307547.0480407177,0.7214442013129103,32,1273
0.5927788944723618,310620.751276093,0.7205689277899343,32,1277
0.5977939698492463,312155.72463024454,0.7201312910284464,31,1279
0.6028090452261307,312870.91843267187,0.7199124726477024,31,1280
0.607824120603015,312870.91843267187,0.7199124726477024,31,1280
0.6128391959798994,315094.65508225886,0.7192560175054704,31,1283
0.617854271356784,316585.5356047667,0.7188183807439825,31,1285
0.6228693467336683,320442.1379597661,0.7177242888402626,31,1290
0.6278844221105527,322713.6440060891,0.7170678336980306,30,1293
0.6328994974874371,326115.1739005075,0.7161925601750547,30,1297
0.6379145728643216,326930.90070542466,0.7159737417943107,29,1298
0.642929648241206,329421.5895879606,0.7153172866520787,29,1301
0.6479447236180904,330220.90488372836,0.7150984682713348,29,1302
0.6529597989949749,331095.24805928796,0.7148796498905908,29,1303
0.6579748743718593,332556.6560254314,0.7144420131291028,28,1305
0.6629899497487437,333336.9645968181,0.7142231947483588,28,1306
0.6680050251256281,334232.63580097584,0.7140043763676149,28,1307
0.6730201005025126,335858.2379287342,0.7135667396061269,28,1309
0.678035175879397,336575.14845195075,0.7133479212253829,28,1310
0.6830502512562814,339727.28082842805,0.712472647702407,28,1314
0.6880653266331658,339727.28082842805,0.712472647702407,28,1314
0.6930804020100503,339727.28082842805,0.712472647702407,28,1314
0.6980954773869347,343913.2305250735,0.7113785557986871,27,1319
0.7031105527638191,345498.9311239637,0.7109409190371991,27,1321
0.7081256281407035,349375.9094285498,0.7098468271334792,27,1326
0.713140703517588,351038.50514468906,0.7094091903719912,27,1328
0.7181557788944724,351038.50514468906,0.7094091903719912,27,1328
0.7231708542713567,354209.04886171763,0.7080962800875273,27,1334
0.7281859296482412,356345.25155342487,0.7074398249452954,27,1337
0.7332010050251256,360842.18030479626,0.7061269146608316,27,1343
0.73821608040201,365747.43305551284,0.7048140043763677,27,1349
0.7432311557788944,375634.4141700692,0.7021881838074399,27,1361
0.7482462311557789,377522.6265402913,0.7017505470459519,27,1363
0.7532613065326633,385321.89691318653,0.6997811816192561,25,1372
0.7582763819095477,387002.69255015795,0.6993435448577681,25,1374
0.7632914572864321,387002.69255015795,0.6993435448577681,25,1374
0.7683065326633166,388913.74233061384,0.6989059080962801,25,1376
0.773321608040201,388913.74233061384,0.6989059080962801,25,1376
0.7783366834170854,388913.74233061384,0.6989059080962801,25,1376
0.7833517587939698,388913.74233061384,0.6989059080962801,25,1376
0.7883668341708543,388913.74233061384,0.6989059080962801,25,1376
0.7933819095477387,388913.74233061384,0.6989059080962801,25,1376
0.7983969849246231,395992.34714372637,0.6971553610503283,25,1384
0.8034120603015075,397831.4445324087,0.6967177242888403,25,1386
0.808427135678392,397831.4445324087,0.6967177242888403,25,1386
0.8134422110552764,400472.90825813607,0.6960612691466083,25,1389
0.8184572864321608,405681.02997627406,0.6938730853391685,25,1399
0.8234723618090453,413681.79342076014,0.6921225382932167,25,1407
0.8284874371859297,421028.7176639617,0.6905908096280088,25,1414
0.833502512562814,423210.9924081934,0.688183807439825,25,1425
0.8385175879396984,424315.2422316539,0.687746170678337,25,1427
0.8435326633165829,427121.3950402803,0.687089715536105,25,1430
0.8485477386934673,430209.4661300846,0.6864332603938731,25,1433
0.8535628140703517,437422.80122270365,0.6840262582056893,25,1444
0.8585778894472361,442463.213249865,0.6818380743982495,25,1454
0.8635929648241206,461171.1938952785,0.6765864332603939,25,1478
0.868608040201005,466536.70270758955,0.674617067833698,25,1487
0.8736231155778894,467719.6006054875,0.6737417943107221,25,1491
0.8786381909547738,477054.7790141647,0.6700218818380744,25,1508
0.8836532663316583,486469.9223837343,0.6669584245076586,25,1522
0.8886683417085427,498455.86471337086,0.6636761487964989,25,1537
0.8936834170854271,499836.31361222896,0.6571115973741795,25,1567
0.8986984924623116,512110.3542517294,0.6487964989059081,25,1605
0.903713567839196,528830.5622261807,0.6417943107221007,25,1637
0.9087286432160804,533691.5495642102,0.6345733041575492,25,1670
0.9137437185929648,540207.1369946024,0.611378555798687,25,1776
0.9187587939698493,548478.0195940449,0.6056892778993436,25,1802
0.9237738693467337,580428.734975822,0.587964989059081,25,1883
0.9287889447236181,602912.230652133,0.5610503282275712,25,2006
0.9338040201005025,633607.2466689635,0.5439824945295405,25,2084
0.938819095477387,652490.7305800512,0.5317286652078774,25,2140
0.9438341708542713,699131.3313272588,0.5087527352297593,25,2245
0.9488492462311557,732082.5700232373,0.4851203501094092,25,2353
0.9538643216080401,741277.1336837244,0.4816192560175055,25,2369
0.9588793969849246,795464.7804191498,0.4645514223194748,25,2447
0.963894472361809,897493.0721404887,0.42778993435448576,25,2615
0.9689095477386934,1113532.5810309902,0.36542669584245074,25,2900
0.9739246231155779,1411153.667316625,0.29080962800875276,25,3241
0.9789396984924623,1804276.602526041,0.25164113785557984,24,3420
0.9839547738693467,4421760.621369946,0.1687089715536105,24,3799
0.9889698492462311,6428510.981021706,0.08927789934354485,22,4162
0.9939849246231156,8644526.514683928,0.0,17,4570
0.999,8644526.514683928,0.0,17,4570
